DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityStartTimeZone,ActivityEndDate,ActivityEndTime,ActivityEndTimeZone,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-13,m,Probe/Sensor,pH,,,6.61,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-6,m,Probe/Sensor,pH,,,6.74,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-12,m,Probe/Sensor,pH,,,6.59,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-15,m,Probe/Sensor,pH,,,6.7,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-1,m,Probe/Sensor,pH,,,7.63,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-0.5,m,Probe/Sensor,pH,,,7.62,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-5,m,Probe/Sensor,pH,,,6.83,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-10.5,m,Probe/Sensor,pH,,,6.74,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-17,m,Probe/Sensor,pH,,,6.76,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-19,m,Probe/Sensor,pH,,,6.8,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-8,m,Probe/Sensor,pH,,,6.78,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-3,m,Probe/Sensor,pH,,,7.59,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2022-08-23,,,-16,m,Probe/Sensor,pH,,,6.74,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-10.5,m,Probe/Sensor,Conductivity,,,388.3,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-0.25,m,Probe/Sensor,Specific conductance,,,346.3,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-8,m,Probe/Sensor,Dissolved oxygen saturation,,,5.7,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-12.5,m,Probe/Sensor,Total dissolved solids,,,333.2,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-13.5,m,Probe/Sensor,Specific conductance,,,515,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-2,m,Probe/Sensor,Specific conductance,,,351.8,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-1.5,m,Probe/Sensor,Total dissolved solids,,,227.8,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-11,m,Probe/Sensor,Dissolved oxygen saturation,,,9.3,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-20,m,Probe/Sensor,Conductivity,,,351.8,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-10.5,m,Probe/Sensor,Specific conductance,,,515,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-9.5,m,Probe/Sensor,Dissolved oxygen saturation,,,8,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-10.5,m,Probe/Sensor,Total dissolved solids,,,334.5,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-3.5,m,Probe/Sensor,Dissolved oxygen (DO),,,8.54,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-20,m,Probe/Sensor,Dissolved oxygen saturation,,,6.2,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLOL-1,First Lake,44.76804,-63.64878,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-0.25,m,Probe/Sensor,Dissolved oxygen (DO),,,9.32,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-19.5,m,Probe/Sensor,pH,,,6.81,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-12,m,Probe/Sensor,Specific conductance,,,511,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-20,m,Probe/Sensor,"Temperature, water",,,7.7,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-8.5,m,Probe/Sensor,"Temperature, water",,,13.9,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-17.5,m,Probe/Sensor,Dissolved oxygen saturation,,,6.7,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-1,m,Probe/Sensor,Dissolved oxygen saturation,,,98.3,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-17.5,m,Probe/Sensor,Dissolved oxygen (DO),,,0.79,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-15.5,m,Probe/Sensor,Dissolved oxygen saturation,,,8.1,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-11,m,Probe/Sensor,"Temperature, water",,,11.6,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-7,m,Probe/Sensor,Dissolved oxygen saturation,,,5.2,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-12,m,Probe/Sensor,"Temperature, water",,,10.4,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-20.5,m,Probe/Sensor,"Temperature, water",,,7.7,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-18,m,Probe/Sensor,"Temperature, water",,,7.8,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-9,m,Probe/Sensor,Total dissolved solids,,,334.7,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-14.5,m,Probe/Sensor,Dissolved oxygen (DO),,,1.02,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-5.5,m,Probe/Sensor,Specific conductance,,,433.2,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-9.5,m,Probe/Sensor,Total dissolved solids,,,335.5,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-7,m,Probe/Sensor,Dissolved oxygen (DO),,,0.51,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-11,m,Probe/Sensor,Specific conductance,,,513,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-1,m,Probe/Sensor,Dissolved oxygen (DO),,,8.43,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-17,m,Probe/Sensor,Dissolved oxygen saturation,,,7.1,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-19.5,m,Probe/Sensor,Dissolved oxygen (DO),,,0.84,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-17.5,m,Probe/Sensor,Total dissolved solids,,,339.9,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-10,m,Probe/Sensor,Salinity,,,0.25,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-1.5,m,Probe/Sensor,Salinity,,,0.17,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-4,m,Probe/Sensor,Conductivity,,,342.9,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-8,m,Probe/Sensor,Specific conductance,,,511,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-16.5,m,Probe/Sensor,Salinity,,,0.25,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-10,m,Probe/Sensor,Total dissolved solids,,,334.9,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-19.5,m,Probe/Sensor,Specific conductance,,,525,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-13.5,m,Probe/Sensor,Dissolved oxygen (DO),,,1.09,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-21,m,Probe/Sensor,"Temperature, water",,,7.7,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-1.5,m,Probe/Sensor,Dissolved oxygen (DO),,,8.45,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-7.5,m,Probe/Sensor,Salinity,,,0.25,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-2.5,m,Probe/Sensor,Dissolved oxygen (DO),,,8.33,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-16.5,m,Probe/Sensor,Total dissolved solids,,,339.1,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-5.5,m,Probe/Sensor,Total dissolved solids,,,281.8,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-11,m,Probe/Sensor,Salinity,,,0.25,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-1.5,m,Probe/Sensor,"Temperature, water",,,22.3,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-21.5,m,Probe/Sensor,Salinity,,,0.25,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-2,m,Probe/Sensor,Total dissolved solids,,,228.7,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-4,m,Probe/Sensor,Salinity,,,0.17,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-17.5,m,Probe/Sensor,Specific conductance,,,523,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-2.5,m,Probe/Sensor,Conductivity,,,334.8,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-8,m,Probe/Sensor,"Temperature, water",,,14.2,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-18,m,Probe/Sensor,Total dissolved solids,,,340.1,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-7.5,m,Probe/Sensor,Conductivity,,,410.1,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-10,m,Probe/Sensor,Dissolved oxygen (DO),,,0.93,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-0.25,m,Probe/Sensor,Salinity,,,0.17,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-9,m,Probe/Sensor,Salinity,,,0.25,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-13.5,m,Probe/Sensor,"Temperature, water",,,9.1,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-0.5,m,Probe/Sensor,Dissolved oxygen saturation,,,96.6,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-16.5,m,Probe/Sensor,"Temperature, water",,,7.9,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-15,m,Probe/Sensor,Dissolved oxygen (DO),,,0.99,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-12.5,m,Probe/Sensor,Dissolved oxygen (DO),,,1.08,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-16.5,m,Probe/Sensor,Conductivity,,,351.4,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2023-08-22,,,2023-08-22,,,-18,m,Probe/Sensor,Salinity,,,0.25,ppth,Actual,,,,,,,,YSI,,,,,,
